3,NPE when creating the first CE project on a new workspace,"When downloading the CE runtime, creating a new workspace and creating a new CE project, if the user drops a database component and switches to EE the user is not warned that the namespace will change and if he drops a new database component and tries to "
2,Editing configuration deletes all processor configured fields,When you edit the configuration of a global element opening the screen from the Pattern Properties screen after saving you lose all fields configuration made to the flow.    Steps to reproduce:    1) Create a flow and set some of the fields required for t
2,Ability to handle errors with individual records in data mapper,"As a developer, I want to be able to handle individual records that have errors in my data mapping. Currently I can only stop processing everything, or I can silently ignore the errors.  If this option is enabled, the exception strategy would be invoked f"
2,DataSense should use the proper type field depending on the connector. ,"DataSense asumes that the type field with the sOBject type for example is always called type. This is not the case, as many connectors use a different field to this end.    DataSense should use the correct one, not asume it is called 'type'"
1,Avoid trying to get metadata when the connector reference is not configured,"When the config reference is null, Studio must not try to get metadata. This generates null values in the cache, that must be avoided."
2,When modifying the pom.xml the .mflow file somehow gets updated and you need to save it again before running the project,"Steps to reproduce:   1.- Create a project with a pom file  2.- Check that the mflow file is saved.   3.- Open the pom file, add a modification and save     Issue: the mflow file is updated and you didn't perform any modification to it "
2,Maven: add an option to manually refresh the projects dependencies,This is for the cases when the pom is handled when studio is closed and the user wants to update the classpath.
1,Connectivity Testing/Get Metadata Types is not using the values in the configuration dialog for Global Connectors,Connectivity Testing/Get Metadata Types is not using the values in the configuration dialog for Global Connectors. It should use the newly entered values.
2,Metadata Cache Consistency,"Ensure consistency of the metadata cache.     When a project is deleted, the elements from that project should be removed, for example. The same happens when elements are removed from any flow, etc."
3,Add support for POJOs in the Object builder and persist them in the XML,Add support for displaying and editing POJOs in the object builder. The changes made to a POJO in the object builder should be reflected in the XML.
2,Maven: should detect if Maven is installed and prevent the user from enabling maven support/fail at doing maven things,"Actually if the user does not have Maven installed, or has the path to his maven installation configured incorrectly, things explode in an uncontrolled way. We need to work on this so as to prevent the user from using Maven features if he does not have Ma"
2,Maven: subsequent addition of new components may block because of pom being updated,"If the user drops, for example, an Ajax endpoint, a scripting component and an SMTP outbound endpoint, he will be blocked in the third step because Studio is still running the first studio:studio.  Studio should detect that there is already a Job updating"
2,Set up the continuous automated testing,We need to get the Jubula tests running by bamboo at nights.
2,Integrate the cloud connectors snapshot repository into the build,We need to integrate the new repository and set up things so that we can alter between the snapshots and the releases repository.
3,Maven: studio:studio duplicated referenced libraries with the ones in the Runtime (when they are transitive dependencies),"Direct dependencies that are included in the runtime are not duplicated, but this filter/rule is not applied to transitive dependencies (if a dependency has a mule transport as transitive dependency, it will be duplicated in the classpath)"
2,Remove Clover ETL  import functionality ,The Clover ETL options shouldn't be displayed in the Import  / Export dialog 
2,Scrip Component is not displaying the script text,Steps to reproduce:   1.- Create the travel agent template project.   2.- Open the groovy script configuration window     Issue: the script is not displayed in the UI 
2,Renaming  a file by using refactor option deletes all the scripts in the file,Steps to reproduce:   1.- Create the Travel Agent project  2.- Check the xml file and the scripts in it.   3.- Right clic on the Travel Agent.mflow and clic on refactor > rename  4.- Rename the file to Travel Agent2.mflow   5.- Go to the XML view     Issu
3,Combining all transformers into a single component.,"Currently all transformer components are listed separately, however, combining them into a single component after which the particular type of transformation can be selected will greatly simplify usability."
3,Combining Filters into a single Component,Combination of all filter components into a single one. User would then pick the type of filter after dropping the filter element into the canvas.   
3,Combining language components and transformers into as single one,"Combination of all language transformers and components into a single building block. User would then be able to pick a single component (say: Custom Logic) and then decide whether it is a component or transformer, then pick the language to use. "
1,Metadata doesn't propagate past an enricher,"Since an enricher does not change the payload - it normally just puts stuff in a flowVar, we should be able to propagate metadata past it.  "
1,POM-added JAR dependencies are not added to exported archive,"Steps to reproduce  1. created a project in Studio  2. added a dependency to the pom.xml*  3. The dependency is added to the project and I can find the packages and classes when writing Java (good)  4. However,when I export (File-> Export->Mule package) t"
2,"For composite filters, Studio's UI doesn't allow names, validations require it and throw error","When adding composite filters (Or, And, Not) and adding a component sub-filter , the UI for the sub-filter does not have a field for the Name of this sub-filter.  However, the validation on the generated XML complains about this sub-element not having a n"
1,Change export documentation icon,Change the icon of the export documentation feature in the toolbar.
2,Include new examples in Studio,We need to include the following three new examples (developed by SE team) within the set of examples that are distributed with Studio:    - New Hello World Example  - APIs R Us Example  - SaaS Integration Example
2,Connectivity fails when using placeholders,"If placeholders are used to provided credentials to the connector and the connection is tested, error is returned.    *Steps to reproduce*    1. Place the following lines on the mule-app.properties  twitter.accessKey=729170916-itUkhAOVAmKEUHYy0tMHPat1xPKF"
1,DataMapper example is not working fine,Steps to reproduce:   1.= Create the excel to JSON template project  2.- Run the project  3.- Feed the flow with the provided xls file     Issue: the followed exception is raised in the console     {code}   ************************************************
1,DataSense: NPE when clicking OK in the object builder without configuring the object ,"Steps to reproduce:   1.- Create a SFC connection   2.- Configure a CC in the canvas, and set the operation to Create   3.- Select any sObject Type   4.- Clic the radio button to create the object manually, and clic in the object button   5.- Clic OK with"
2,Generate Documentation is not working with Order Processing template project,"Steps to reproduce:  1.- Create the Order Processing template project  2.- Export the project to documentation   Issue: the process is cancelled automatically and the documentation is not generated, the followed NPE is raised:   {code}  org.eclipse.swt.SW"
2,Rollback Exception Strategy is not well drawn in the canvas,"When the expression is to long the drawing of the box is not correct, check the attached screenshot.     "
3,Get Studio interop use cases tested and to a green satus,Priority 1 use cases listed within the Studio table here:    http://corp.wiki.mulesource.com/display/interop/Interoperability+Home+Page
2,Metadata does not get the appropiate metadata for arguments different than the one marked as default payload,"Metadata does not get the appropiate metadata for arguments different than the one marked as default payload.    This is problematic for elements that have many lists, for example, in the editor.    Metadata should bring the specific metadata for each arg"
2,APIkit - Interface/Service File Support,"As an APIkit developer, I should be able to create a Mule project in Studio, add XML files to my flow folder and add APIkit interfaces. Studio should not display errors when I do this and my project should build and run with the APIkit interfaces availabl"
1,Object Builder: I shouldn't be able to set the string attribute name ,"Steps to reproduce:   1.- Create a SFCD connection, add an endpoint and configure a get Updated Object operation.   2.- Configure the sObject type to Account   3.- Open the object builder and configure some strings      Issue: you are able to set names in"
1,Replace new Studio Help Files,Update the Studio help files with the ones in the attached file.
2,Dynamic Endpoint Naming and Shape,The dynamic endpoint component in Studio should be modified as follows:    - Name should be changed from 'Dynamic Router' to 'Anypoint Service Registry'.  - Color should be changed from yellow to blue.  - Component should be moved from flow-control to end
2,Improving the way lists are managed and displayed in the Object builder.,Improving the way lists are managed and displayed in the Object builder. Some big refactorings will be required.
1,Maven: when no maven installation is found the error message shows a null location,Check screenshot
2,Maven: deleting maven from /usr/share while studio is opened is letting users to create mvn projects.,When deleting maven from /usr/share while having studio opened is not being validated letting the users to create incomplete maven projects.
2,Export to deployable archive should include transitive project dependencies,"When exporting to a deployable archive, classes and jars from referenced projects should be included in the resulting zip file."
2,Add value-ref support to the Object builder for objects that cannot be persisted in the XML,"Nowadays, the xml config allows to persist until 3 levels of nested elements (complex elements). For example, if we have a structure in the object builder which have more than 3 levels, only the first 3 levels will be persisted.  So, the user should be ab"
1,When using the CE runtime the JDBC icon shown in the connection explorer is the EE icon ,Steps to reproduce:   1.- Create a project with a JDBC connector using the EE runtime   2.- Save and install the CE runtime   3.- Change the runtime of the project to CE     Issue: after refreshing everything you have the JDBC EE icon shown in the connect
1,Transaction Action NOT_SUPPORTED is missing in autocompletion,check screenshot 
2,Welcome Page MuleStudio icon link is not working,"If you click on the ""MuleStudio"" icon on the top left of the screen, you get the error message displayed in the screenshot."
2,Validation warning in XPath expression,"Validation for the following component, generates an invalid warning:    {code}  		<message-properties-transformer scope=""session""  			doc:name=""Store SAP ID in Session"">  			<add-message-property key=""SapCustomerNumber""  				value=""#[xpath:/jco/export/fi"
2,Import a zip that has _MACOSX folder inside (right click - compress in finder) does not work,"When importing a zip that was exported with general export it fails and it used to work    Edit: importing a zip that was compressed with finder and somehow has a _MACOSX folder, does not work  /project-folder.zip  --project-folder  --_MACOSX"
2,Magento metadata not being fetched,Metadata is only been fetched for the following operations:    set-shopping-cart-customer-addresses  update-shopping-cart-product  create-order-shipment  create-order-invoice  remove-shopping-cart-product  add-shopping-cart-product
2,Upgrade SAP connector to 2.1.0,Upgrade to latest SAP version.
1,Connector not added to the classpath,"I'm using a nightly build from March 27th.    I've a pom file in my project but maven support is disabled.     When i drag & drop any connector from the palette to any flow, the connector lib should be added to the classpath, but it's not. "
2,XML could not be parsed after deleting a logger component from an All flow control,"When having a processor chain then an 'All' flow control with 4 loggers inside (saved project), if the user deletes 1 of the logger components and moves to the XML view without saving and then goes back the the Message Flow view, and error message is disp"
3,Studio fails to show the right spot of an error in the ui editor,"Studio fails to show the right spot of an error in the ui editor.    While coding I had a flow with and http inbound a groovy transformer and after those two flow ref.    I change the names of the flows, where the flow-ref where pointing. As a result the "
2,Cannot store value-ref in the xml using property collections for cloud connectors,Cannot store value-ref in the xml using property collections for cloud connectors. Please test using the object builder and salesforce.
2,Saving a Mapping in DataMapper,Following the issue faced on save a file. Steps to reproduce.    1. Pick a field in DataMapper and past a mapping in field without drag & drop just copy & paste.  2. Now click on flow panel - a pop-up comes do you want to save the mapping hit yes.  3. The
1,Studio Feedback: modify error message dialog to point the users to the forums or jira instead of pointing to the studio-feedback email,We need to modify the error message displayed when and error cames up to tell the user to open a Jira file or make a post in our forums 
1,Problem with Legacy Modernization Example ,"The SFDC location is declared twice and the version of the schema is wrong, it's 4.0 and it should be 5.0.     Attached is the example with the fixes. "
3,Drag and Drop not working with Scrolling,"When drag and drop a component and you wish to place it at a place that requires the screen to scroll, studio doesn't do it.    This is, it doesn't scroll when you drag and drop. The fast way to reproduce this is to create a really long flow and try to mo"
2,Import (backward compatibility) : scan application xml's for usage of CC in order to add the libraries to the classpath when importing,TBD
1,Remove @SupressWarning from the com.mulesoft.se.orders.OrderSummary.java class as it is causing warnings in the Order Processing template project,"Attaching the project, we only need to remove the 	@SuppressWarnings(""unused"")   From that class because this is causing the project to have a warning"
2,Import project from pom wizard disappears when pom.xml doesn't 'compile',"If the pom file is not valid, an error should be displayed to the user before exiting the wizard."
2,Modifying the project name in the mule-project.xml file generates problems in many places in Studio,The project name in the mule-config.xml file is just a label. It should not be used to do anything. Add the concept of project label and return the java project name when using getName().
3,Studio 3.4 Working with 3.3.3 EE ESB Embedded Runtime,User should be able to install and download a 3.3.3 EE ESB runtime within Studio and be able to use it for new projects. All 3.3.3 Studio/ESB functionality should work with this runtime. 
2,Change the way Studio handles ESB runtime changes,When changing the project esb runtime you get a asked once for each flow in the project if you want to modify the namespaces already present in the files.  This is annoying and bad User Experience. Streamline this experience.  
2,Add a 'Don't warn me again' checkbox to the warning popup that communicates that the maven installation could not be found,Add a 'Don't warn me again' checkbox to the warning popup that communicates that the maven installation could not be found.
2,Showing blank image in DataMapper errors logger in Windows 7,Showing blank image in the DataMapper error log using windows 7 OS.    See attached image.
2,SFDC Connector not retrieving OpportunityLineItem Metadata,OpportunityLineItem does not get datasensified. Manual creation of object not allowed.
2,Allow creation of a new preview file if there is none selected,Give the possibility to create a new input file if there is no one selected in the preview tab.  It could be useful in a future to add templates to this feature 
2,Delete Multiple Fields in the user-defined wizard component,At wizard when you are creating the metadata fields in the user-defined component there is no possibility to delete a group of fields. 
1,Debugger doesn't work after <all>,Trying to inspect an expression using the Inspect shortcut after an <all> processor doesn't work.    Please see attached project and screenshot.
2,Setting the JMS transaction action in 3.4.0 of studio is not saved.  Nor setting the action in the jms transaction is read by the Mule Studio.  Ends up defaulting to NONE.,It appears that the JMS transaction Action is not working: Setting it in the Mule Studio and saving does not work.  The action is not set in the XML; Nor setting the jms transaction in Configuration XML editor is reflected back into the Message Flow UI/Gr
3,Studio crashes when creating a new project if having more than one runtime installed in Windows,"Steps to reproduce:  Course A:  # Start with a clean Studio, install the CE runtime.  # Restart Studio  # Go to new mule project   * Mule Studio freezes, and if you restart it there will be a lot of entries on the error log.    Course B:  # Start with a c"
2,Autocomplete doesn't work with functions arguments,when you try to pass argument to functions in the script tab the autocomplete doesnt work. 
2,Clear application data,"As a user, I want to be able to reset the object store or remove any other persistent data for my project.    Acceptance Criteria:  * User can right click on project and click ""Clear Application Data"" on a project  . This will delete the default user obje"
2,Improve version validation between ESB and CCs,"If we are going to support Studio 3.4 with older runtimes, we need to add a validation when creating a project using ESB 3.3.3 or ESB 3.3.2 and using cloud connectors build with 3.4.0.     If the user tries to add a CC build with 3.4.0 in an Studio projec"
2,Add jars from another project in workspace causes FileNotFoundException,Check SE-122
2,Studio throws weird exception when getting metadata,"After upgrading to a new connector version, the attached project started to throw the following exception when trying to test connector or to get metadata. Funny thing is that the exact same code, with the exact same connector worked just fine when added "
2,Drag and Drop: Async is not allowing you to drop Message Routers or other scopes inside of it,Steps to reproduce:   1.- Create a flow with an Async MP  2.- Try to drop any Message Router or other scopes inside the Async     Issue: you are not allow to do it at least that first you drop an Endpoint or other MP inside. 
2,Problem with 1.3.x Cloud Connectors in Studio 3.4.0,"When installing a Cloud Connector from the 1.3.x UpdateStie to be used with ESB 3.3.3 over Studio 3.4.0, if you add a CC to your flow the CC location is not added to the XML causing a parse exception in runtime.     Steps to reproduce:  1.- Take Studio 3."
3,Support hybrid metadata models,Right now DataSense supports two types of metadata:    * Static: Which is completely obtained from Instrospection of pojos  * Dynamic: Completely obtained from @MetadataRetriever method    Connectors such as Netsuite or ServiceSource present a hybrid case
2,Getting a Null Pointer Exception when building,"This project was created using Studio 3.4 SNAPSHOT.    Trying this one in 3.4 GA, it builds ok. But when trying it in 3.4 Nightly, i'm getting a NPE.     The project is quite big to upload... you can download directly from:    https://github.com/mulesoft/"
2,Recreate mapping from DataSense,"I created a mapping using DataSense. Then, the metadata of the entity was changed.    As a user, I want DataMapper to be able to refetch that metadata and re create the mapping"
2,Maven project creation (studio:studio) sometimes hangs on Windows,"Sometimes when trying to create a maven project in windows, the wizard hangs trying to download the artifacts.     I leave a computer all night trying to finish the creation of the project and never ended but I was able to cancel it and execute the same m"
2,DataSense support for properties placeholders,We need to define the experience of how to handle properties placeholder when using DataSense and Connectivity Testing. Work in progress...       # *Properties files should be read from*:   ** src/main/app   ** $MULE_HOME/conf  ** <context:property-placeh
2,Editing a Rule: uses New Rule dialog box,"When you go to edit an existing Rule in an element mapping the dialog box shows up with the title ""New Rule"" and the instruction ""Create a new XPath Rule"". "
2,Connections View usability improvements,"1.- When you have a project with multiple configuration files and you are in the connection view in the 'all' tab, all the mflows that have global elements are displayed with the arrow in the left to be expand but the only mflows that shows elements are t"
2,Choice control continually losing 'when' predicate on save of project,"I am having a very frustrating issue with the Choice controls in my iApp. I have 3 Choice controls in separate flows, and every time I save the iApp to run it, the ""when"" predicate of the Choice control is lost. I attach my iApp XML to this ticket.    Thi"
2,Debugger halts on phantom breakpoints,"When using the debugger, I notice that the iApp continues to halt at breakpoints that I have removed. That is, a breakpoint from a previous debugger session persists in to the current debugger session even when I have cleared the breakpoint and restarted "
2,DataMapper should be easier to execute from a TestCase,Right now it's very difficult to do testing on Studio. You need to override the getStartUpProperties() method and hack your way into the test case picking up grf files.     This should work out of the box
2,Separation between test flows and app flows is needed,"Right now there's no way of separating testing flows from real flows. I should be able to create mflows that are only for testing and that do not get deployed on runtime.    If I go an manually create a config file on src/test/resources, studio would stil"
2,It should be easier to load config files when running a unit test,"Right now it's very hard to execute a test and load all the xml by processing the mule-deploy.properties like this:    @Override  	protected final String getConfigResources() {  		Properties props = this.loadProperties(""/mule-deploy.properties"");  		Strin"
2,Problem with XML validator,"Steps to reproduce:  1.- Create a project and add an HTTP endpoint and a Salesforce CC 2.- Open the Salesforce CC, and create a global CC config, leave default values and clic OK in both windows.  3.- Save  4.- Go to global Elementes view and open the CC "
1,Use the value defined in Maven Settings > MAVEN_OPTS when importing a Maven-based Mule Project from pom.xml,"MAVEN_OPTS can be used for different things, including activating specific profiles with system properties.     Studio correctly uses MAVEN_OPTS at build time but not at import time."
2,"When installing a new runtime, the runtime version in all your current projects in the workspace is changed",Steps to reproduce:   1.- Open studio 3.4 and create some examples.   2.- Check the mule-project.xml and the runtime version.  3.- Install a new runtime from the Update Site.     Issue: after restarting studio all the runtime version in your projects are 
2,Service registry lookup using a consumer key,"The Service Registry lookup message processor should allow for the lookup of service endpoints using a consumer key.   This should be done through a new lookup type called 'consumer key' which would accept three fields:  ""Service ID""  ""Service Version"" ""C"
2,APIkit Studio project creation wizard for new model,"The APIkit updates for Mule Studio should be updated to use the new APIkit model.   Acceptance for this story is the demonstration of the existing (as per private beta 2 version) of the APIkit Studio support but using the new APIkit model.   Additionally,"
2,Support SCM merge,Studio Mule projects should be more team collaboration friendly. Today the main issue is related to merging mflow file.     http://corp.wiki.mulesource.com/display/STUDIO/Studio+project+refactor+-+SCM-mflow+related+tasks
1,Studio support for new OAuth configuration,"As a Studio user, I will like to have support for the new OAuth configuration.  Studio editors should support generating the improved user experience XML."
2,DataSense for SAP,Need to support the XML data model for SAP.
2,Move popup property editors to bottom window to be consistent,Move all editors as property editors (they no longer should be pop ups)    Steps:    * Merge with develop branch  * Test / Analyze DataSense Support  * Do UX tests
2,APIkit 0.2 causes DataMapper issues,"I installed APIkit 0.2 and now when I define a datamapper processor, the config does not get created and the MP does not point to a config. The grf file does get created. I also cannot define a lookup table on any existing grf file anymore"
2,Update Salesforce Connector to support Queries,Update the SalesForce Cloud Connector to support the new DataSense query model.
3,Basic Query Editor,Mockups: corp.wiki.mulesource.com/display/WP/Connector+Query+Model  Acceptance criteria: * Can select object to query * Can select fields to query * Generated connector query displayed * 2 way editing between XML and UI * Use case 2a  * An error message s
2,Update Salesforce Connector to support Paging,"Update Salesforce connector to support new paging model.  * queryAll/queryMore become deprecated * query uses queryAll/queryMore underneath the covers * Must be able to specify the batch size * Limit/count can still be used, if there are multiple pages, i"
2,Define DataSense Query Model,We need to:    * Define DataSense Query Model  * Provide Mockups  * Provide Estimates for Query DataSense Model
2,Maven - Studio should provide a way to see the logs of the studio:studio executions to check what went wrong if something failed,"Currently if studio:studio failed to run, the user needs to go to the command line and run it themselves in order to see what is going wrong before fixing it.    As a developer using maven, i want to see the maven output of things being executed in a cons"
2,Maven - there is no feedback or indication if studio:studio failed to run (when running in the background),"As a developer using maven, I want to be notified if my project's classpath is not up to date with my pom because studio:studio not being able to run."
2,SCM - Generate a simple .gitignore file with the project at the moment of creation,We should ignore the /flows folder by default.
2,"SCM - Polish the ""mflow-less"" experience","Actually when you import/open a project, only one of the mflows is generated  Evaluate the implicances of starting off with no mflows (check out project and open it in studio)"
2,"As a Studio Developer, I want to be able to contribute sections to the New Mule Project wizard",TBD
2,Remove old plugin files after updating Studio through an update site,When updating Studio through the update site mechanism (Cloud Connectors or Studio components) the old plugins are kept. This makes the installation size grow a lot. For example after upgrading from 3.4.0 to the may 10th release the installation grow up t
1,"Metadata in Dynamic Lookup should only be displayed when lookup type is ""Service""","On the Anypoint Service Registry component, the Endpoint Metadata should only be displayed when the Lookup Type selected is ""Service""."
2,CE JDBC connector changing to EE JDBC when editing graphical mode,"When using CE runtime and having a CE JDBC connector, if the user edits something in the Flow View and goes to the XML the CE JDBC connector now is a EE JDBC connector.    To reproduce:  - Create new CE project  - Paste the following XML and Save:  {code}"
3,Add copy and paste support of message processors in the visual editor,"This feature allows the user to easily copy and paste elements in the studio visual editor. Copy and paste of elements  can be performed by two ways:    1- Keeping the Alt key pressed while dragging an element to an specific location, and, when it is drop"
2,Enum combos are not properly reset when changing operation,"The issue can be reproduced with netsuite connector, switching from a addRecord operation to a find Records operation.    Select one operation that has an enum as a parameter.  Save the configuration.  Change to another operation that also has enums, but "
3,Data Mapper JDBC connection - did not recover on its own,"If for some reason, app experienced connection issue with database, DataMapper cannot refresh connection even after everything has recovered."
1,The consumer key of the dynamic element should only be shown in versions above 3.4,"We need to add some validation which apply to the dynamic element and the UI for its attributes. The UI of this element will be tied to the version of the runtime that is being used, so the consumer key stuff will be shown just when you are using a 3.5 ES"
2,Update third party licence document,Update third party licence document  We need to review our current list of 3rd party libraries (https://docs.google.com/a/mulesoft.com/spreadsheet/ccc?key=0AtuXBVwHpOTddEF6OVNCeDl0eDRjZXkxN0ZvQ01Qb3c#gid=17) and revised as follows:  Include only libraries
2,"Start, stop and execute polls via debugger",Mockups: http://corp.wiki.mulesource.com/display/WP/Poll+2.0
1,Define scope name for record based processing,"Since we need to add in a record-level exception strategy and summary report for processing batches of records, we need to decide whether or not we need a new element or for-each for that."
2,Properties editor DataSense integration,Define and implement how DataSense expirience will be with the new properties editor.
2,How to show help in properties editors,How will documentation/help be integrated with properties editors.
2,Finish QueryBuilder UI,Mockups: http://corp.wiki.mulesource.com/display/WP/Connector+Query+Model  Acceptance Criteria: * No extra vertical layout space * No icons for accounts & fields * Field type is shown in field list (see mockups) * Field list is not shown if the connector 
2,Adapt Studio metadata model to support caching individual types for connectors.,Studio currently stores metadata at the operation level.   CC->operation->types.    We need to store the type information at the connector level so we can easily use it for query builder and the 'Select Metadata Object' feature.
2,Fix Studio classloader issue when mule-common depends on another library.,There is a problem in the way Studio is handling the mule-common classloader and its dependencies in order to use the Service the esb provides to interact with the Mule instance for DataSense.    We need to fix this classloader in order to support the new
2,Studio should store/read correctly the cloud connector versions (assuming multiple plugins available for one cloud connector),We need Studio to store/read correctly the cloud connector when adding/reading it to/from the class path.
2,Studio should choose accordingly among more than one suitable connector for a given runtime,"Studio to choose accordingly among more than one suitable connector for a given runtime (case: 2 connectors, one 3.3+ and another one 3.4+, and we have a 3.5 runtime)"
1,Improve message flow outline,A new outline with a tree structure will allow easier visualization and navigability of the mule configs.    Expected features:  *filter  *go to selected element on double-click or enter key
1,wsdl2java is generating POJO:s without setters,"When using the wsdl2java feature in studio it generates POJOs that are not supported by DataMapper, with missing setters for lists.    There is a way around if the objects are generated with maven but it would be great if something similar could be accomp"
1,Response block not working,"The Response block is not working. When you drop an element in the response section of request-response block, it should wrap it in a response block and add it in the flow."
1,requireClientAuthentication not recognised as attribute of https:tls-server in https connector,attribute requireClientAuthentication not recognised as being part of https:tls-server.. red line in Studio under attribute.
3,Auto-completion and syntax highlighting  of YAML API Speficiation in Studio UI,"As an Studio APIkit developer, I would like to have the APIkit YAML editor perform auto-completion and syntax highlighting of my APIkt interface definition. "
1,NPE when deleting a project ,"Steps to reproduce:   1.- Make a clone of the followed project:     https://github.com/mulesoft/servicesource-dataloader      2.- Do an Import with maven of the project   3.- After the project is imported, delete the project without deleting the files.   "
1,Definition element in SAP gets duplicated,"When defining the embedded XML template inside the SAP outbound endpoint, on each change, moving from Graphical view to XML view will duplicate the child element.    "
2,Support POJO based query builders,Acceptance criteria:  * Works with at least one POJO based connector.
2,Native queries with query editor,"Acceptance Criteria: * User can edit the native query and select the query object type for propagating through the flow * If native query is selected, then the edit query button is not available * If the user has already entered in a DataSense query, the "
2,DataSense query editor full text search support,Acceptance Criteria  * Need to show it working in conjunction with Google contacts connector   * Should be possible to work in conjunction with and without filters.
2,Allow user to set Studio project system properties,"As a user, I want to set the system properties needed to start my application whether it's via Run As, Debug As, or DataSense.    http://corp.wiki.mulesource.com/display/WP/Studio+and+Environments"
2,Deploy to CloudHub sandboxes,"As a CloudHub developer, I want to be able to deploy my application to CloudHub sandboxes.     Mockups: http://corp.wiki.mulesource.com/display/WP/Studio+and+Environments  Sandbox API: corp.wiki.mulesource.com/display/ION/Sandboxes+-+API    "
2,NPE when importing a project with a missing Message Processor / Cloud Connector,"Steps to reproduce:   1.- Look for a project that uses Cloud Connectors not installed in your current version of Studio.   2.- Import the project     Issue: as a result, the project is imported but you get the followed NPE     {code}  java.lang.NullPointe"
1,Hide query builder if user disabled DataSense,"If user doesn't have DataSense, don't show query builder."
1,Remove icons from lists of accounts and fields,Remove icons from lists in Query Builder
2,In Linux when using Salesforce the sObject type is lost when refreshing the UI,"Steps to reproduce:   1.- This is happening in Linux, in Windows and OS X seems to be working fine,   so grab a Linux and Studio  2.- Create a project and a flow with and HTTP and a Salesforce connector.   3.- Clic in the Salesforce CC and configure the c"
2,Connectivity Testing Improve error message,"If a connector doesn't include a min mule version, when the user runs a connectivity test the error is not very usefull.    Test connection failed: Invalid global element. Cannot access the global element to test.  java.lang.Throwable  "
1,handleOutputResultSets should be available on the JDBC-EE connector,The handleOutputResultSets attribute should be available in Mule >3.3.3 and >3.4.0 (see JIRA EE-3093) currently Mule Studio (3.4) marks this as an invalid attribute. 
2,Support http static resource handler in Studio,Please add support for HTTP Static Resource Handler to Studio (both GUI and XML).
2,Add new APIkit flow component into Studio,"Add a new flow component for APIkit into Studio. This component is similar to an ordinary flow, but it adds two attributes: resource and action. The config XML for this new element should looks like:    {code:xml}  <apikit:flow name=""flowName"" resource=""/"
1,Add new Rest Processor element into Studio,"The XML config code for the new element must be:  {code:xml}  <apikit:rest-processor config=""pathToAYamlFile""/>  {code}"
1,Add a new routing strategy in the Dynamic Router,A new routing strategy should be added to the routing strategy combo named: dynamic-round-robin. The configuration is the same as in the other two options: dynamic-first-successful and dynamic-all. The new element will look like:    {code}  <dynamic-round
1,Add support for Retina display,Currently fonts are displayed in low-res which does not look good on Macs with Retina displays. The fix is trivial: http://stackoverflow.com/questions/13003511/eclipse-juno-and-retina-resolution  
2,Integrate ESB release & Cloud Connectors,Build tasks + QA on integrating release versions of everything into Studio.
1,When you open Studio for the first time you get a part already exists error in the error log,Steps to reproduce:   1.- Build and open Studio   2.- Go to the error log     Issue: you get 2 Part already exists error     {code}  Part already exists in page layout: org.eclipse.ui.console.ConsoleView.  Part already exists in page layout: org.eclipse.j
3,DataMapper does not release memory,"Each time you click on the datamapper mp in the message flow view, the graph is executed, taking (aprox) 50MB ram to do it. The problem is that the memory is never released. Then, you click again, and you have 50MB ram less.     You reach a point when stu"
2,Add new Router Processor element into Studio,"Add new Router Processor element into Studio. This also imply adding a new global element to be referenced by a config-ref. The generated XML config should look like follow:    {code:xml}          <apikit:config name=""router config"" raml=""/User/home/sampl"
2,Modify and refactor APIKit plugin,"This includes moving the API definition wizard to the RAML editor plugin, removing all Mule dependencies from the wizard, and changes to the generation of all Studio wizards to contribute to a generic perspective."
2,Hide native query editor support,There will connectors that won't support native query language. In these cases DevKit should flag them and Studio should hide/disable the native query textarea.
4,"New Properties Editors: when pressing CMD + S or CTRL + S the changes in the editor should be reflected in the file, and the file should be saved","For example when configuring a query this is very annoying,     1.- Open a SFDC CC,  2.- Select the query operation   3.- Configure a query     Now, in order to save that query you need first to change the focus of the Message Processor, after that file i"
1,APIKIT: Drag and Dropping apikit router to the flow is breaking the project,After drag and droping apikit router into a project the following error is displayed and no other component can be drag and drop after that.    {code}  java.lang.RuntimeException: Unknown node definition: http://www.mulesoft.org/schema/mule/apikit/router 
2,Add DSQL support for Full Text Search queries,# Design DSQL to represent full text query  # Modify Mule Common to support this
2,DSQL should support spaces in field name,*Requirement*: Fields which have a space in the name should be supported (whether it's by convention or other means). An example is Marketo custom fields.
2,Design DSQL changes to support DataSense Query Improvements,"Need to create technical specs so that DSQL supports:  * Full text search * Selecting all fields when fields selection is not possible (For example using '*', like in SELECT * FROM ...) * Fields which name contain spaces (for example: SELECT a FROM b wher"
2,Query Builder UI support for non field selection,"As a Studio user I should be able to create a DSQL query graphically for cases where field selection is not supported for a type.  If field level selection is not supported, then the studio interface should not acceptance it and DSQL should only allow ""*"""
2,Poll: improve watermark validation,When using watermark in a poll the flow the processing strategy of the flow should be set to synchronous. Studio should validate this. 
2,Merge new DataMapper threading model,Merge and test new version of datamapper with new threading model.  Use cases: - XML to XML  Goal: - Understand improvements of the new threading model Clover provided. - Improve performance on DataMapper - Characterized performance.
2,Spec Hybrid Metadata,Spec out the solution for hybrid metadata connectors:    * Netsuite  * Zuora    This should cover the whole experience from DevKit to Studio/DataMapper
1,Apikit: src/main/api folder is not being imported from previously exported mule projects,"When the user imports a mule project, the src/main/api folder with the yaml files are not automatically imported.    "
